FreeLance_ID,St_ID,Platform,Payment,Duration,Date,Job_Description,Tools
382,11999,Upwork,83.24,6,3/22/2022,Bug fixing and testing,C++
383,33913,Freelancer,119.3,7,8/6/2020,Machine learning script,Python
384,33913,Freelancer,234.46,4,10/1/2021,Automated report building,C++
385,34206,Freelancer,85.49,6,9/1/2023,Machine learning script,C++
386,34206,Upwork,287.58,3,7/26/2022,Data visualization project,Python
387,21948,Fiverr,49.62,5,10/26/2024,Statistical data analysis,R
388,21948,Upwork,186.75,3,11/22/2020,Machine learning script,Power BI
389,20499,Toptal,51.84,3,2/27/2023,ETL pipeline creation,SQL
390,20499,Upwork,47.77,3,8/9/2023,Statistical data analysis,SQL
391,38902,Freelancer,297.71,5,12/14/2020,Web scraping service,Power BI
392,38902,PeoplePerHour,244.83,7,8/24/2024,Machine learning script,Power BI
393,38953,Toptal,295.33,6,1/16/2024,Automated report building,Excel
394,38953,Toptal,208.84,3,1/23/2022,Dashboard in Power BI,JavaScript
395,5565,Toptal,167.06,6,7/12/2021,Dashboard in Power BI,Excel
396,5565,Upwork,86.03,5,2/8/2022,Statistical data analysis,R
397,3701,Upwork,229.94,6,11/23/2020,ETL pipeline creation,Excel
398,3701,Freelancer,116.46,6,8/6/2024,Bug fixing and testing,C++
399,33504,PeoplePerHour,189.17,3,12/18/2022,Machine learning script,Power BI
400,33504,Upwork,244.78,4,12/20/2023,Dashboard in Power BI,JavaScript
401,29931,Fiverr,231.31,4,8/28/2020,Backend API development,JavaScript
402,29931,Upwork,28.56,4,11/7/2023,Machine learning script,Python
403,29658,Toptal,216.5,5,10/17/2021,Bug fixing and testing,Tableau
404,29658,PeoplePerHour,237,4,6/29/2024,Statistical data analysis,Python
405,7095,Fiverr,254.7,6,5/28/2023,Web scraping service,Python
406,7095,Freelancer,12.95,4,4/7/2021,Machine learning script,Power BI
407,32016,Toptal,22.22,7,11/16/2021,Data visualization project,C++
408,32016,PeoplePerHour,139.38,6,4/17/2020,Dashboard in Power BI,SQL
409,20566,Fiverr,254.23,7,3/5/2021,Data visualization project,Excel
410,20566,Toptal,132.59,3,8/18/2021,Data visualization project,R
411,28621,PeoplePerHour,222.54,6,2/15/2020,Data visualization project,Excel
412,28621,Fiverr,47.24,6,3/16/2021,Data analysis with Python,Tableau
413,24767,Fiverr,12.45,7,10/28/2022,Data analysis with Python,Power BI
414,24767,Toptal,92.86,5,8/17/2021,Web scraping service,JavaScript
415,16188,PeoplePerHour,279.25,4,10/9/2021,ETL pipeline creation,C++
416,16188,Freelancer,232.96,5,12/4/2021,Automated report building,R
417,20543,Freelancer,138.49,4,1/1/2023,Data visualization project,R
418,20543,Upwork,149.1,7,5/15/2023,ETL pipeline creation,Python
419,32103,Fiverr,255.51,4,12/30/2022,Web scraping service,Python
420,32103,Upwork,119.6,3,1/6/2020,Data analysis with Python,Excel
421,38131,Upwork,139.01,6,9/11/2020,Bug fixing and testing,Python
422,38131,Fiverr,154.88,7,8/15/2022,Web scraping service,R
423,66,PeoplePerHour,18.76,4,10/20/2024,Backend API development,C++
424,66,Upwork,18.01,4,4/19/2020,Data visualization project,Power BI
425,12759,Upwork,84.37,7,5/17/2023,Automated report building,Power BI
426,12759,Toptal,166.88,3,3/21/2023,ETL pipeline creation,SQL
427,33263,Toptal,187,7,12/2/2022,Backend API development,R
428,33263,Fiverr,271.33,7,1/23/2020,Dashboard in Power BI,Power BI
429,4492,Upwork,184.35,3,3/28/2021,Backend API development,C++
430,4492,Freelancer,205.36,4,2/5/2023,Automated report building,C++
431,35322,Freelancer,112.83,6,10/10/2021,Data analysis with Python,Tableau
432,35322,Freelancer,140.06,3,11/13/2021,Statistical data analysis,C++
433,27795,Fiverr,9.41,3,1/18/2023,ETL pipeline creation,Tableau
434,27795,Freelancer,14.84,7,4/2/2022,Data analysis with Python,Tableau
435,34067,Toptal,122.45,6,1/24/2023,ETL pipeline creation,Tableau
436,34067,Upwork,57.72,3,11/15/2022,Bug fixing and testing,JavaScript
437,13231,PeoplePerHour,149.44,3,3/21/2020,Dashboard in Power BI,R
438,13231,Freelancer,39.89,5,5/25/2022,ETL pipeline creation,R
439,10586,Fiverr,132.36,7,5/1/2024,Statistical data analysis,JavaScript
440,10586,Toptal,140.14,3,6/2/2022,Web scraping service,Tableau
441,3998,Fiverr,3.46,4,12/9/2022,Web scraping service,SQL
442,3998,Upwork,77.96,7,1/12/2023,Data visualization project,Power BI
443,626,Fiverr,255.29,3,12/24/2021,Data visualization project,Python
444,626,Fiverr,208.39,4,1/29/2022,Backend API development,SQL
445,30651,PeoplePerHour,96.92,7,8/23/2021,Automated report building,Excel
446,30651,Fiverr,119.9,5,5/9/2020,Machine learning script,SQL
447,13362,Freelancer,265.09,6,3/9/2022,Data visualization project,Power BI
448,13362,PeoplePerHour,223.6,4,1/17/2021,Data analysis with Python,Tableau
449,36278,PeoplePerHour,153.94,3,12/5/2023,Dashboard in Power BI,Excel
450,36278,Freelancer,193.76,5,11/2/2020,Bug fixing and testing,R
451,25744,PeoplePerHour,57.85,6,4/15/2020,Bug fixing and testing,C++
452,25744,Fiverr,172.25,7,2/13/2020,Bug fixing and testing,Python
453,21558,Upwork,184.7,4,3/20/2023,Data analysis with Python,Power BI
454,21558,PeoplePerHour,218.6,4,1/4/2024,Automated report building,SQL
455,18997,Fiverr,267.04,5,10/13/2022,Bug fixing and testing,JavaScript
456,18997,Fiverr,195.1,5,4/25/2023,Data analysis with Python,Power BI
457,15292,Freelancer,282.28,7,4/5/2022,Statistical data analysis,Excel
458,15292,Freelancer,175.7,4,11/26/2024,ETL pipeline creation,C++
459,29159,Upwork,292.24,6,11/11/2020,ETL pipeline creation,R
460,29159,PeoplePerHour,237.9,4,7/20/2020,Data visualization project,Python
461,219,Toptal,67.99,7,3/7/2020,Web scraping service,JavaScript
462,219,Freelancer,220.08,5,10/4/2024,Machine learning script,Python
463,6918,Fiverr,86.82,3,6/16/2024,Bug fixing and testing,C++
464,6918,Freelancer,84.49,4,6/16/2024,Data visualization project,C++
465,8030,Fiverr,184.73,7,12/5/2022,ETL pipeline creation,Excel
466,8030,Fiverr,270.39,4,5/1/2023,Backend API development,Tableau
467,8664,Fiverr,51.31,6,1/16/2020,ETL pipeline creation,Excel
468,8664,Fiverr,14.29,6,11/18/2020,Data analysis with Python,Power BI
469,25799,Fiverr,227.95,4,9/21/2024,Data analysis with Python,JavaScript
470,25799,PeoplePerHour,245.72,7,7/2/2024,Data analysis with Python,R
471,38990,PeoplePerHour,252.29,6,11/27/2020,Data visualization project,Tableau
472,38990,Upwork,74.94,6,6/20/2023,ETL pipeline creation,JavaScript
473,38346,Toptal,58.94,4,8/1/2024,Data visualization project,Power BI
474,38346,Fiverr,268.41,4,8/24/2022,Machine learning script,JavaScript
475,11713,Toptal,85.6,7,6/10/2024,Web scraping service,Power BI
476,11713,PeoplePerHour,90.95,7,10/9/2022,ETL pipeline creation,Python
477,34409,Fiverr,45.89,3,1/16/2023,Bug fixing and testing,SQL
478,34409,Upwork,171.19,3,10/6/2024,Automated report building,Excel
479,39926,Fiverr,278.75,6,11/11/2022,Automated report building,Excel
480,39926,Toptal,60.52,3,3/9/2021,Data visualization project,C++
481,30083,Freelancer,259.69,3,4/19/2021,Machine learning script,JavaScript
482,30083,Fiverr,91.14,5,8/3/2023,Backend API development,JavaScript
483,8939,Fiverr,233.56,3,7/1/2024,Web scraping service,R
484,8939,Fiverr,291.74,6,1/17/2023,Data analysis with Python,Python
485,8744,Toptal,280.5,7,1/15/2024,Backend API development,JavaScript
486,8744,Toptal,21.65,7,2/18/2022,Data analysis with Python,Excel
487,17183,Upwork,7.32,3,7/23/2024,Bug fixing and testing,R
488,17183,Fiverr,78.79,3,2/28/2023,Backend API development,C++
489,37493,Freelancer,262.33,3,6/6/2024,Dashboard in Power BI,Power BI
490,37493,Fiverr,52.01,5,10/26/2024,Data visualization project,Power BI
491,29168,PeoplePerHour,243.39,6,9/14/2022,Statistical data analysis,Tableau
492,29168,PeoplePerHour,94.8,5,8/12/2022,Data visualization project,Python
493,26705,Toptal,55.85,5,7/25/2024,Data visualization project,Power BI
494,26705,Toptal,244.39,5,6/5/2023,Web scraping service,Tableau
495,5905,Fiverr,241.13,7,3/17/2020,Statistical data analysis,C++
496,5905,Freelancer,254.29,4,4/17/2022,Data visualization project,SQL
497,40031,Fiverr,145.96,6,1/27/2024,Data visualization project,R
498,40031,Toptal,16.3,5,10/6/2022,Statistical data analysis,R
499,14359,Fiverr,39.27,4,3/28/2023,ETL pipeline creation,JavaScript
500,14359,Upwork,219.54,4,2/7/2024,Data analysis with Python,C++
501,20336,Freelancer,274.74,3,11/21/2022,Statistical data analysis,Tableau
502,20336,Upwork,33.87,4,10/31/2023,Bug fixing and testing,SQL
503,35059,Fiverr,103.81,6,5/30/2023,Dashboard in Power BI,Power BI
504,35059,Freelancer,147.05,4,6/19/2021,Data visualization project,SQL
505,32404,PeoplePerHour,143,5,4/5/2021,Web scraping service,Excel
506,32404,Upwork,240.33,4,7/4/2023,Machine learning script,SQL
507,31081,Freelancer,169.39,7,1/2/2024,Web scraping service,Power BI
508,31081,Toptal,106.37,5,4/26/2023,Bug fixing and testing,Python
509,25007,Toptal,41.24,7,10/7/2023,Data analysis with Python,C++
510,25007,Toptal,184.4,7,7/22/2023,Dashboard in Power BI,Python
511,2860,Toptal,47.94,3,9/18/2024,Statistical data analysis,JavaScript
512,2860,Freelancer,191.28,4,6/2/2024,Data visualization project,C++
513,6335,Upwork,243.57,7,1/15/2021,Automated report building,Python
514,6335,Fiverr,65.18,7,8/1/2021,Data analysis with Python,C++
515,14538,PeoplePerHour,34.32,5,3/19/2023,Machine learning script,Excel
516,14538,Toptal,278.88,4,9/16/2024,Backend API development,C++
517,6676,Toptal,113.59,3,3/5/2021,ETL pipeline creation,C++
518,6676,Upwork,36.55,6,12/20/2020,Data visualization project,Excel
519,1460,Upwork,201.92,5,6/12/2024,Data analysis with Python,Power BI
520,1460,Freelancer,15.02,7,3/27/2024,Statistical data analysis,R
521,40958,Freelancer,183.08,4,5/22/2024,Dashboard in Power BI,SQL
522,40958,PeoplePerHour,149.96,6,2/3/2020,Machine learning script,Python
523,34947,Freelancer,88.19,6,12/23/2020,Web scraping service,Excel
524,34947,Fiverr,99.82,6,6/8/2021,Automated report building,Power BI
525,28033,Toptal,171.33,3,4/11/2023,Data analysis with Python,Tableau
526,28033,Fiverr,245.46,5,8/22/2020,Statistical data analysis,Python
527,8627,Fiverr,97.5,7,4/10/2020,Dashboard in Power BI,Excel
528,8627,Fiverr,215.93,6,12/13/2022,Automated report building,C++
529,17110,Fiverr,17.76,7,10/24/2022,ETL pipeline creation,R
530,17110,Toptal,121.55,3,11/9/2024,ETL pipeline creation,Tableau
531,23828,Upwork,253.56,6,7/5/2021,Statistical data analysis,Python
532,23828,Upwork,125.25,7,3/21/2020,Automated report building,Python
533,12932,Freelancer,35.35,5,6/3/2022,Machine learning script,Tableau
534,12932,Fiverr,56.5,6,2/4/2021,Data analysis with Python,C++
535,5200,Fiverr,220.53,5,5/18/2024,Data analysis with Python,Python
536,5200,Toptal,130.9,5,9/19/2021,Machine learning script,Power BI
537,8081,Fiverr,238.12,7,5/8/2021,Statistical data analysis,Tableau
538,8081,Toptal,283.31,3,11/1/2024,Bug fixing and testing,C++
539,20581,Fiverr,278.39,7,2/13/2020,Machine learning script,SQL
540,20581,Freelancer,48.44,4,1/3/2020,Backend API development,Tableau
541,32273,Freelancer,239.63,3,1/23/2020,Web scraping service,SQL
542,32273,Fiverr,56.8,4,12/28/2020,Backend API development,C++
543,6962,PeoplePerHour,33.64,5,9/30/2020,Data visualization project,SQL
544,6962,Upwork,146.76,4,1/11/2024,Statistical data analysis,Excel
545,35717,Freelancer,153.8,4,1/31/2020,Machine learning script,Power BI
546,35717,PeoplePerHour,91.84,6,1/24/2020,Statistical data analysis,Python
547,9131,Freelancer,214.99,3,8/22/2023,Bug fixing and testing,Python
548,9131,Freelancer,66.3,4,7/17/2020,Backend API development,JavaScript
549,25594,Toptal,222.07,5,11/29/2023,Machine learning script,C++
550,25594,Upwork,204.22,4,6/30/2020,Web scraping service,Excel
551,21995,Toptal,147.4,6,11/1/2023,Automated report building,JavaScript
552,21995,PeoplePerHour,254.34,5,12/25/2022,Automated report building,R
553,8812,Freelancer,284.14,3,12/20/2023,Dashboard in Power BI,Power BI
554,8812,PeoplePerHour,17.93,3,6/6/2024,Backend API development,Tableau
555,11820,PeoplePerHour,228.71,5,11/18/2020,Dashboard in Power BI,JavaScript
556,11820,Fiverr,3.29,5,8/26/2021,Machine learning script,Excel
557,29884,Fiverr,22.75,6,6/27/2023,ETL pipeline creation,JavaScript
558,29884,Freelancer,57.03,7,5/27/2020,ETL pipeline creation,Power BI
559,7664,Freelancer,152.56,3,5/31/2023,Web scraping service,Power BI
560,7664,Toptal,141.48,3,6/13/2020,Statistical data analysis,C++
561,612,Toptal,139.45,3,7/24/2022,Statistical data analysis,Excel
562,612,Toptal,149.4,5,7/21/2023,ETL pipeline creation,Tableau
563,26376,Toptal,131.62,4,6/13/2020,Machine learning script,Tableau
564,26376,Fiverr,298.07,5,9/28/2021,Web scraping service,Excel
565,34742,Toptal,108.63,5,3/14/2021,Machine learning script,Excel
566,34742,PeoplePerHour,158.85,5,12/27/2022,Web scraping service,JavaScript
567,17033,Freelancer,277.68,3,11/1/2022,Data visualization project,Power BI
568,17033,Freelancer,185.17,5,12/21/2021,ETL pipeline creation,SQL
569,26818,Fiverr,95.74,4,10/27/2021,Automated report building,R
570,26818,Fiverr,11.44,6,8/9/2020,Bug fixing and testing,Power BI
571,27733,Freelancer,33.18,5,6/2/2022,Data analysis with Python,C++
572,27733,Toptal,94.02,5,12/29/2021,Dashboard in Power BI,SQL
573,28592,Fiverr,84.67,4,5/17/2020,Automated report building,Python
574,28592,Freelancer,158.91,4,5/14/2022,Data analysis with Python,Power BI
575,23419,Freelancer,227.25,5,7/12/2022,Automated report building,C++
576,23419,Toptal,231.47,4,7/9/2022,Data visualization project,Python
577,27359,PeoplePerHour,105.29,3,3/23/2021,Statistical data analysis,Power BI
578,27359,Freelancer,251.76,4,6/20/2022,Dashboard in Power BI,Power BI
579,23998,Fiverr,166.35,4,12/11/2021,Web scraping service,Power BI
580,23998,PeoplePerHour,225.61,6,11/20/2023,Bug fixing and testing,C++
581,35504,Freelancer,72.33,7,11/3/2021,ETL pipeline creation,JavaScript
582,35504,Upwork,283.73,4,12/16/2020,Statistical data analysis,Tableau
583,16397,Fiverr,147.78,4,8/19/2021,Data visualization project,Tableau
584,16397,Upwork,219.07,7,7/10/2020,Bug fixing and testing,Excel
585,2131,Fiverr,69.44,6,10/24/2020,Machine learning script,SQL
586,2131,PeoplePerHour,253.5,3,2/23/2023,Machine learning script,JavaScript
587,18577,Upwork,144.16,7,11/25/2024,Data analysis with Python,C++
588,18577,PeoplePerHour,144.24,5,11/28/2020,ETL pipeline creation,SQL
589,12034,Toptal,165.43,3,4/24/2023,Automated report building,R
590,12034,Upwork,146.75,5,11/6/2023,ETL pipeline creation,R
591,41703,PeoplePerHour,45.45,5,11/25/2020,Statistical data analysis,Python
592,41703,Upwork,68.12,3,3/14/2022,Web scraping service,Python
593,37964,Freelancer,154.05,3,8/5/2020,Web scraping service,Tableau
594,37964,Upwork,90.71,5,12/27/2023,Machine learning script,Tableau
595,5497,Freelancer,143.34,7,4/10/2020,Data analysis with Python,C++
596,5497,Upwork,217.93,6,1/31/2024,Data visualization project,C++
597,4075,Upwork,150.37,4,3/3/2023,Machine learning script,Python
598,4075,Upwork,125.46,4,9/12/2020,Dashboard in Power BI,C++
599,14092,PeoplePerHour,95.34,3,4/16/2020,Machine learning script,Tableau
600,14092,Upwork,174.97,6,6/8/2022,Machine learning script,SQL
601,29002,Upwork,206.14,6,8/24/2024,Data visualization project,R
602,29002,Fiverr,164.9,7,10/24/2023,ETL pipeline creation,SQL
603,17500,Fiverr,80.47,4,8/10/2021,Data analysis with Python,Python
604,17500,Fiverr,220.23,7,11/12/2022,Dashboard in Power BI,SQL
605,38215,Fiverr,67.42,6,2/18/2023,Bug fixing and testing,Excel
606,38215,Upwork,52.47,5,12/16/2024,Automated report building,Tableau
607,29573,Toptal,127.06,6,5/1/2021,Web scraping service,Excel
608,29573,Fiverr,52.41,5,7/7/2020,Machine learning script,JavaScript
609,12686,Freelancer,27.5,4,2/16/2022,ETL pipeline creation,Power BI
610,12686,PeoplePerHour,124.29,5,2/18/2020,Dashboard in Power BI,JavaScript
611,27808,Fiverr,98.42,7,10/15/2023,Data analysis with Python,R
612,27808,PeoplePerHour,147.99,6,5/9/2020,Data visualization project,SQL
613,19622,Fiverr,196.17,6,10/30/2022,ETL pipeline creation,C++
614,19622,Toptal,275.2,4,9/11/2021,Automated report building,SQL
615,23798,Freelancer,62.59,7,1/13/2021,ETL pipeline creation,Tableau
616,23798,Upwork,273.41,5,10/4/2020,Data analysis with Python,Power BI
617,27199,Freelancer,118.91,6,10/13/2024,Automated report building,Excel
618,27199,PeoplePerHour,283.43,6,8/28/2020,ETL pipeline creation,C++
619,32488,Upwork,20.48,5,1/22/2020,ETL pipeline creation,SQL
620,32488,PeoplePerHour,140.7,4,4/25/2022,Web scraping service,Excel
621,4829,Fiverr,140.83,4,5/20/2020,Dashboard in Power BI,C++
622,4829,Toptal,112.88,4,5/8/2021,Automated report building,Python
623,10459,Upwork,126.58,3,11/7/2024,Statistical data analysis,JavaScript
624,10459,Toptal,166.56,5,11/14/2020,Statistical data analysis,Tableau
625,5158,Fiverr,294.28,7,1/21/2020,Automated report building,JavaScript
626,5158,Freelancer,190.86,5,11/23/2020,Backend API development,Excel
627,10604,PeoplePerHour,189.37,5,5/8/2023,Dashboard in Power BI,JavaScript
628,10604,PeoplePerHour,65.14,7,9/22/2021,Dashboard in Power BI,Python
629,39858,Toptal,87.23,3,3/16/2022,Statistical data analysis,Power BI
630,39858,Fiverr,98.74,6,7/27/2020,Backend API development,R
631,36195,Upwork,238.45,5,8/25/2022,Data analysis with Python,Power BI
632,36195,Upwork,87.8,5,6/10/2024,Automated report building,Excel
633,29213,PeoplePerHour,78.67,5,11/26/2022,Statistical data analysis,JavaScript
634,29213,Freelancer,74.03,5,9/3/2022,Web scraping service,Tableau
635,28351,Toptal,164.55,5,1/28/2021,ETL pipeline creation,SQL
636,28351,PeoplePerHour,185.1,5,2/15/2020,ETL pipeline creation,SQL
637,41939,Toptal,139.92,4,8/18/2022,Statistical data analysis,Tableau
638,41939,Freelancer,153.83,7,11/21/2024,Automated report building,Tableau
639,19715,Toptal,223.79,3,8/31/2021,Data visualization project,Python
640,19715,Fiverr,238.4,5,4/17/2020,ETL pipeline creation,Tableau
641,4901,PeoplePerHour,163.01,6,4/28/2021,Dashboard in Power BI,Power BI
642,4901,PeoplePerHour,293.17,7,11/21/2021,Machine learning script,Excel
643,21071,Freelancer,81.91,5,11/26/2020,Web scraping service,R
644,21071,Fiverr,269.88,3,11/19/2023,Web scraping service,Power BI
645,23053,PeoplePerHour,16.07,4,5/3/2024,Statistical data analysis,Excel
646,23053,Fiverr,189.49,5,9/30/2020,Web scraping service,Power BI
647,31077,Freelancer,34.64,5,3/26/2023,Bug fixing and testing,R
648,31077,Freelancer,57.29,7,8/7/2020,Machine learning script,SQL
649,8925,Freelancer,131.9,6,4/29/2023,Data visualization project,Power BI
650,8925,Toptal,140.69,6,6/27/2023,Data visualization project,Excel
651,7944,Freelancer,272.46,6,5/5/2020,Web scraping service,JavaScript
652,7944,Toptal,68.97,7,12/6/2022,Dashboard in Power BI,Excel
653,16256,Upwork,267.85,4,4/15/2022,Bug fixing and testing,R
654,16256,Freelancer,170.96,7,4/23/2020,Data analysis with Python,SQL
